"profile","pro_lat","pro_long","MeanAge20cm","MeanAge40cm","MeanAge60cm","MeanAge80cm","MeanAge100cm","TransitTime_20","TransitTime_40","TransitTime_60","TransitTime_80","TransitTime_100","Biome"
"Agnelli_2002_Cavalla_11.6_43.7",43.7,11.6,1235.59308419195,3554.67963393526,3934.4744907084,NA,NA,44.9,66.4,142.3,122.4,147.7,"Mediterranean/Montane shrublands"
"Nastapoca_76.55_56.91",56.91,76.55,6416.79872369536,6416.79872369536,6416.79872369536,6416.79872369536,6416.79872369536,170.3,578.7,1004.1,1376.5,2536.8,"Boreal forests"
"Sheldrake_-76.13_56.63",56.63,-76.13,1546.6992069712,NA,NA,NA,NA,493.7,0,0,0,0,"Boreal forests"
"Marudi_114.133_-1.1",-1.1,114.133,6157.76231517116,6157.76231517116,6157.76231517116,6157.76231517116,6157.76231517116,15.9,19.4,48.3,50.2,45.3,"Tropical/Subtropical forests"
"Lek-Vorkuta_63.366667_67.416667",67.416667,63.366667,310.324902902955,NA,NA,NA,NA,302.3,527.5,909.7,886.1,1434.4,"Tundra"
"Kazache_136.25_70.77",70.77,136.25,582.748449900373,1116.44932770805,4134.01040887223,5152.21775491764,2858.20146318719,58.4,153.6,1687,5488,5718.5,"Tundra"
"Sentarum_112.043989_0.777008",0.777008,112.043989,49996.4225634608,49996.4225634608,49996.4225634608,49996.4225634608,49996.4225634608,149.3,516.1,1472.2,1983.3,1981.9,"Tropical/Subtropical forests"
"Sentarum_112.035489_0.782228",0.782228,112.035489,49996.4225634608,49996.4225634608,49996.4225634608,49996.4225634608,49996.4225634608,149,515.3,1470,1979.2,1964.4,"Tropical/Subtropical forests"
"Sentarum_112.033814_0.777775",0.777775,112.033814,49996.4225634608,49996.4225634608,49996.4225634608,NA,NA,149,515.3,1470,1979.2,1964.4,"Tropical/Subtropical forests"
"Rasau Jaya_109.352458_-0.146008",-0.146008,109.352458,809.425824096084,809.425824096084,NA,NA,NA,170.9,644.3,1830.3,2413.1,2484.4,"Tropical/Subtropical forests"
"Lake Agassiz_-94.55_48.78333333",48.78333333,-94.55,1755.83888235052,1755.83888235052,1793.1116334508,2080.61153050402,2693.23129965066,220.5,636.6,2155.7,3282.1,3261.5,"Temperate forests"
"Palsa Peatland_Kuujjuarapik_-77.666667_55.333333",55.333333,-77.666667,1145.24954473844,603.684322998575,1028.27174169849,1811.11752831938,2809.61501021944,221.5,439.8,1017.5,918.6,762.4,"Boreal forests"
"Laguna Seca_-69.241667_-18.183333",-18.183333,-69.241667,12719.5576376701,12719.5576376701,12719.5576376701,12719.5576376701,12719.5576376701,20.5,38.4,59.6,73.8,103.9,"Mediterranean/Montane shrublands"
"Riverbank_-120.59_37.52",37.52,-120.59,2626.34555954382,922.595696017089,2277.34865447825,2108.62194793782,2363.44812179888,29.5,37.3,61.7,74.1,84.8,"Temperate grasslands"
"Turlock Lake_-120.59085_37.62577",37.62577,-120.59085,58.2441180113859,806.03661759478,1619.15371250277,2145.52218601375,4678.95656050745,28,35.6,59.6,70.2,80.9,"Temperate grasslands"
"China Hat_-120.36906_37.46444",37.46444,-120.36906,90.1204588620937,263.604472734896,NA,NA,NA,24.9,31,54.3,64.7,73.9,"Temperate grasslands"
"Judgeford_174.95_-41.11",-41.11,174.95,41.3414645698047,201.54244759658,205.350677303626,205.350677303626,205.350677303626,20.9,39.3,78.2,109.6,156.8,"Temperate forests"
"China hat_-120.369_37.4644",37.4644,-120.369,216.873201612374,308.505332882465,308.505332882465,308.505332882465,308.505332882465,24.9,31,54.3,64.7,73.9,"Temperate grasslands"
"Post-Modesto_-120.46_37.5138",37.5138,-120.46,104.652818759988,308.505332882465,308.505332882465,308.505332882465,308.505332882465,27.7,35.6,61.2,71.5,82.6,"Temperate grasslands"
"Tokomaru_175.4_-40.3",-40.3,175.4,9.66269076672735,NA,NA,NA,NA,53.6,178.6,368.4,504.8,638.3,"Temperate forests"
"Egmont_174.2_-39.5",-39.5,174.2,15.8519732660369,NA,NA,NA,NA,46.9,101.8,209.9,246.1,320.6,"Temperate forests"
"Bruntwood_TeKowhai_175.4_-37.8",-37.8,175.4,62.2656660949439,124.193747457254,225.648948973339,NA,NA,34.3,79.4,196.3,227.6,257.9,"Temperate forests"
"LaReunion:-21.078,55.36_55.36_-21.078",-21.078,55.36,266.623785340037,286.905940536445,286.905940536445,286.905940536445,286.905940536445,33.9,86.4,169.7,204.9,200.2,"Tropical/Subtropical forests"
"Peatland_Rainbow Lake_-119.366667_58.283333",58.283333,-119.366667,7840.2022875257,7840.2022875257,7840.2022875257,7840.2022875257,7840.2022875257,423.6,1694.8,4560.3,6356.1,8352.3,"Boreal forests"
"Djolu_22.34_0.645556",0.645556,22.34,113.755461923304,296.94835195112,313.821381617403,313.821381617403,313.821381617403,16.1,28,50.8,76.1,89.9,"Tropical/Subtropical forests"
"Djolu_22.31578_0.692778",0.692778,22.31578,9.77507865288294,305.745139339314,313.821381617403,313.821381617403,313.821381617403,16.1,28.2,51.1,76,89.4,"Tropical/Subtropical forests"
"Djolu_22.34728_0.679361",0.679361,22.34728,81.8569268773902,3.95364779043253,313.821381617403,313.821381617403,313.821381617403,16.2,28.3,51.2,76.3,89.9,"Tropical/Subtropical forests"
"Djolu_22.34764_0.706611",0.706611,22.34764,179.072849342022,308.499375751942,313.821381617403,313.821381617403,313.821381617403,16.3,28.5,51.7,77.1,90.8,"Tropical/Subtropical forests"
"Djolu_22.37689_0.656556",0.656556,22.37689,151.696084919945,311.817418736306,313.821381617403,313.821381617403,313.821381617403,16.2,28.3,51.1,76.4,90,"Tropical/Subtropical forests"
"La Grande Rivi??re_-78.766667_53.9",53.9,-78.766667,616.212713579878,616.212713579878,714.878548069272,1120.92786936933,NA,530.8,3347.7,10464.1,11641.6,23299.7,"Boreal forests"
"Wohldorf:53.72,10.15_10.15_53.72",53.72,10.15,1.85210987766177,133.120203881628,285.901561216712,285.901561216712,285.901561216712,137.6,699.3,2047.2,2752.9,3367.7,"Temperate forests"
"Ohlendorf:52.28,9.7_9.7_52.28",52.28,9.7,252.862082514041,285.901561216712,285.901561216712,285.901561216712,NA,19.8,32.5,43.2,61.7,82.4,"Crops"
"Los Banos:14.17,121.22_121.22_14.17",14.17,121.22,32.3180252098439,206.08199393826,282.987858157625,242.35612866766,NA,18,29.1,50.6,77.4,88.6,"Tropical/Subtropical forests"
"Tiaong:13.9536,121.3161_121.3161_13.9536",13.9536,121.3161,55.616638705845,281.52895281453,281.689901301517,NA,NA,28.4,69.7,196.9,328.3,350.5,"Tropical/Subtropical forests"
"Patancheru:17.53,78.27_78.27_17.53",17.53,78.27,43.9267976961469,282.987858157625,282.987858157625,282.987858157625,282.987858157625,19,21,30.4,45.6,55.9,"Tropical/Subtropical forests"
"San Dionisio:11.3524,123.0836_123.0836_11.3524",11.3524,123.0836,4378.16020005287,4905.60655929235,5420.07505457668,5559.23964371399,NA,14.8,28.4,63.2,94.1,125,"Crops"
"Akko:32.9,35.25_35.25_32.9",32.9,35.25,271.623548353502,288.589685675549,288.589685675549,288.589685675549,288.589685675549,48.7,91.5,149.8,197.5,204.8,"Mediterranean/Montane shrublands"
"Qedma:31.68,34.78_34.78_31.68",31.68,34.78,276.016783452289,291.093135042712,291.093135042712,291.093135042712,291.093135042712,44.7,74.1,104,138.6,146.2,"Mediterranean/Montane shrublands"
"Serra do Rio Rastro_-49.55_-28.3833",-28.3833,-49.55,2955.07981930546,2955.07981930546,2955.07981930546,2973.43306579493,3880.930381157,17.6,25.5,49.5,70.4,84,"Tropical/Subtropical forests"
"Po??o Grande_-48.866_-26.416",-26.416,-48.866,4860.44479219316,4860.44479219316,4860.44479219316,4860.44479219316,4860.44479219316,16.1,27.3,59.1,86.7,108.6,"Tropical/Subtropical forests"
"Serra da Boa Vista_-49.15_-27.7",-27.7,-49.15,4653.98161267237,5057.70649004768,14827.3864172236,44362.4960541,44597.7803037935,18.8,32.2,56.6,85.4,96.4,"Tropical/Subtropical forests"
"Morro da Igreja_-49.866_-28.1833333",-28.1833333,-49.866,307.375467069468,307.375467069468,663.953043632809,2217.46223642288,4723.02280172355,41.1,89.7,126.3,131.4,132.3,"Tropical/Subtropical forests"
"Serra Campos Gerais_-50.216667_-24.666667",-24.666667,-50.216667,1760.30263164276,1760.30263164276,1999.044189971,3421.80179391679,6189.29271105857,17.5,25.5,49,72.5,82.3,"Crops"
"P??p??????pae_-156.900639_21.119056",21.119056,-156.900639,356.262291426812,900.15846134889,2736.18366703163,3526.20058778082,4401.60065601731,40,103.5,205.9,253.2,240.2,"Tropical/Subtropical forests"
"Sierra Nevada del Cocuy_-72.3509_6.49416",6.49416,-72.3509,686.439360798362,686.439360798362,686.439360798362,686.439360798362,686.439360798362,28.3,144.6,0,0,0,"Mediterranean/Montane shrublands"
"Sierra Nevada del Cocuy_-72.351_6.49418",6.49418,-72.351,567.94957911281,567.94957911281,567.94957911281,567.94957911281,567.94957911281,28.3,144.6,0,0,0,"Mediterranean/Montane shrublands"
"Sierra Nevada del Cocuy_-72.3509_6.5305",6.5305,-72.3509,1836.24455492845,1836.24455492845,1836.24455492845,1836.24455492845,1836.24455492845,28.3,144.1,0,0,0,"Mediterranean/Montane shrublands"
"KPP_-76.08_57.73",57.73,-76.08,1578.47595209109,2664.87705488351,3795.92619232516,4545.33576523444,5371.60292342734,534.3,0,0,0,0,"Boreal forests"
"Peatland_Boniface watershed_-76.083333_57.733333",57.733333,-76.083333,2637.93672586522,NA,NA,NA,NA,534.3,0,0,0,0,"Boreal forests"
"North Slope tundra_-147.766667_64.875",64.875,-147.766667,2108.82794539808,2108.82794539808,2559.95352870983,4373.79133988593,5664.64474292162,108.4,409.8,2085.2,3080.9,2605.9,"Boreal forests"
"Windy Lake, Nunavut_-106.6_68.1",68.1,-106.6,301.409027300845,NA,NA,NA,NA,158.2,302.6,2857.9,10549.2,9719.7,"Tundra"
"Ray's Camp, NWT_-110.6_64.8",64.8,-110.6,208.519182258099,NA,NA,NA,NA,134,259,3083.3,10036.3,8129.7,"Tundra"
"Yellowknife, NWT_-115_62.5",62.5,-115,4.89880759361907,NA,NA,NA,NA,215.1,499.6,1029.5,948.3,950.8,"Boreal forests"
"Wood Buffalo, Alberta_-115.3_60.6",60.6,-115.3,47.7707179240923,NA,NA,NA,NA,101.6,514.8,3232.8,6342.3,7329.2,"Boreal forests"
"Edmonton, Alberta_-110.9_54.1",54.1,-110.9,6.11180149319168,NA,NA,NA,NA,115.9,304.3,1097.4,1799.2,2079.6,"Crops"
"Cypress Hills, Alberta_-110.1_49.6",49.6,-110.1,7.49166704854186,NA,NA,NA,NA,42.3,69.1,116.3,160.2,175.3,"Crops"
"Peat Bugristoye_85.333333_58.25",58.25,85.333333,7294.73655375959,7294.73655375959,7294.73655375959,7294.73655375959,7294.73655375959,111.5,199.4,497.4,695.1,1212.1,"Boreal forests"
"Novo-Uspenka_84.216667_56.65",56.65,84.216667,1570.97577222155,1570.97577222155,1570.97577222155,1570.97577222155,1570.97577222155,227.4,335.3,280,190.2,219.2,"Temperate forests"
"NY710322_-2.451_54.684",54.684,-2.451,6270.69857600367,7333.61477285016,NA,NA,NA,375.1,1268,2163.7,2212.4,2549.2,"Crops"
"Richards_-72.748597_41.2649",41.2649,-72.748597,2296.81978613553,3469.54767299127,3654.54852648839,3845.57169209805,4042.89996371963,55.9,71.5,120.7,142.8,127.2,"Temperate forests"
"Atlantic Coast Flatwoods_-77.271_34.589",34.589,-77.271,4.5862370352351,298.336266202697,314.376163497123,314.376163497123,314.376163497123,64.5,216.4,591.5,669.2,1121.2,"Mediterranean/Montane shrublands"
"Atlantic Coast Flatwoods_-77.45_34.645",34.645,-77.45,176.812276331044,314.376163497123,314.376163497123,314.376163497123,314.376163497123,65.7,215.2,591.9,671.9,1128.7,"Mediterranean/Montane shrublands"
"Atlantic Coast Flatwoods_-77.252_34.705",34.705,-77.252,2.43118311707869,314.376163497123,314.376163497123,314.376163497123,314.376163497123,18.5,24.1,46.9,66.3,71.4,"Mediterranean/Montane shrublands"
"Atlantic Coast Flatwoods_-77.303_34.702",34.702,-77.303,5.96518088251259,302.053594411375,314.376163497123,314.376163497123,314.376163497123,18.3,23.8,46.1,65.4,70.6,"Mediterranean/Montane shrublands"
"Southern Piedmont_-84.87_32.4",32.4,-84.87,594.596959940353,1630.55960234316,3753.78808379823,7206.43008580011,9801.12879139162,9.2,12.1,22.1,30.4,36.8,"Temperate forests"
"Southern Piedmont_-84.777_32.373",32.373,-84.777,755.023833087542,1902.38883408909,4247.98126647784,5198.16416197637,5689.95861938658,9.4,12.1,22.1,29.4,34.1,"Temperate forests"
"Southern Piedmont_-84.789_32.391",32.391,-84.789,879.885905526333,1949.59045833078,3519.12959750518,6155.33661057778,7995.1951948786,9.4,12.2,22.4,29.7,34.4,"Temperate forests"
"Southern Piedmont_-85.008_32.319",32.319,-85.008,820.627574969797,5983.23394104506,11285.7927494033,11651.5440886335,11707.1451701913,10,11.4,16.9,36.3,52.4,"Temperate forests"
"Southern Piedmont_-84.785_32.366",32.366,-84.785,259.268755298001,314.737761214077,314.737761214077,314.737761214077,314.737761214077,9.4,12.1,22,29.4,34,"Temperate forests"
"Western Coastal Plain_-93.162_30.944",30.944,-93.162,238.441300580171,314.521077482502,314.521077482502,314.521077482502,314.521077482502,13.1,17.6,27.9,55.3,74.3,"Mediterranean/Montane shrublands"
"Western Coastal Plain_-93.134_30.991",30.991,-93.134,293.600824281173,314.521077482502,314.521077482502,314.521077482502,314.521077482502,13,17.5,27.8,55,73.7,"Mediterranean/Montane shrublands"
"Western Coastal Plain_-93.019_30.997",30.997,-93.019,249.922156461298,314.521077482502,314.521077482502,314.521077482502,314.521077482502,13.2,17.7,27.6,55.4,74.6,"Mediterranean/Montane shrublands"
"Western Coastal Plain_-92.944_31.024",31.024,-92.944,228.646700977031,314.521077482502,314.521077482502,314.521077482502,314.521077482502,13.4,18,27.7,56.7,76.6,"Mediterranean/Montane shrublands"
"Nilgiri_76.583333_11.316667",11.316667,76.583333,211.169559434851,306.453588317743,306.453588317743,NA,NA,22.5,39.4,59.3,79.9,77.8,"Tropical/Subtropical forests"
"Nilgiri_76.566667_11.433333",11.433333,76.566667,151.884818002601,306.453588317743,306.453588317743,306.453588317743,306.453588317743,21.8,39.2,59.7,80.9,80.3,"Tropical/Subtropical forests"
"Nilgiri_76.616667_11.216667",11.216667,76.616667,127.036171816886,306.453588317743,306.453588317743,306.453588317743,NA,20.3,25.6,38.1,54.8,76.4,"Tropical/Subtropical forests"
"Nilgiri_76.833333_11.45",11.45,76.833333,1.92660449567482,306.453588317743,306.453588317743,306.453588317743,306.453588317743,24.9,43.7,66.1,94.3,93.4,"Tropical/Subtropical forests"
"Shaver_-119.18_37.03",37.03,-119.18,131.757476639982,NA,NA,NA,NA,23,22.1,33.1,49.8,70.4,"Mediterranean/Montane shrublands"
"Jimmerson:40.52,-121.94_-121.94_40.52",40.52,-121.94,462.06325612828,987.028391693911,1095.46495976965,896.139815845333,971.82764800782,24.9,22.2,33,47.7,66.5,"Mediterranean/Montane shrublands"
"profil 1:46.420253,0.124819_0.124819_46.420253",46.420253,0.124819,9787.96241819133,9787.96241819133,9787.96241819133,9787.96241819133,9787.96241819133,27.4,41,45,53.9,85.4,"Crops"
"shrub-meadow:23.17,112.53_112.53_23.17",23.17,112.53,89.1783708482317,309.447476762804,NA,NA,NA,13.5,16.5,17.6,24.2,21.6,"Tropical/Subtropical forests"
"forest:35.15,136.97_112.54_23.17",23.17,112.54,88.6661555539615,309.447476762804,309.447476762804,309.447476762804,309.447476762804,13.5,16.7,17.8,24.8,22.3,"Tropical/Subtropical forests"
"1_101.62_35.77",35.77,101.62,278.973860191492,NA,NA,NA,NA,38.7,115.3,0,0,0,"Mediterranean/Montane shrublands"
"2_100.63_35.56",35.56,100.63,901.612414794791,2277.5873887072,3217.81570039962,NA,NA,17.4,31.8,52.5,68.8,97.1,"Mediterranean/Montane shrublands"
"3_101.12_35.3",35.3,101.12,268.040473069299,314.521077482502,314.521077482502,NA,NA,24.1,40.2,330,2562.4,3879.8,"Mediterranean/Montane shrublands"
"4_100.34_34.41",34.41,100.34,74.4977083517914,NA,NA,NA,NA,42.4,134.8,0,0,0,"Mediterranean/Montane shrublands"
"5_99.81_33.92",33.92,99.81,459.663839058622,NA,NA,NA,NA,65.2,191.6,0,0,0,"Mediterranean/Montane shrublands"
"6_98.07_35.01",35.01,98.07,1373.15137782979,NA,NA,NA,NA,105.8,377.8,0,0,0,"Mediterranean/Montane shrublands"
"7_96.74_32.89",32.89,96.74,696.898730674366,3610.02092809614,6159.36200922712,NA,NA,127.1,215.5,216,323.3,164.8,"Mediterranean/Montane shrublands"
"8_96.73_33.8",33.8,96.73,487.948964126613,NA,NA,NA,NA,85.4,255.2,0,0,0,"Crops"
"9_97.02_33.76",33.76,97.02,335.603780786321,NA,NA,NA,NA,226.6,746.8,0,0,0,"Crops"
"10_98.45_34.85",34.85,98.45,823.173802237066,NA,NA,NA,NA,106.1,376.1,0,0,0,"Mediterranean/Montane shrublands"
"11_100.07_35.47",35.47,100.07,1203.36949545573,4602.04034217903,7519.77847148976,NA,NA,22.9,40.6,67.4,90.2,127.2,"Mediterranean/Montane shrublands"
"12_100.22_36",36,100.22,674.91070580197,1765.47563115745,2515.39701013801,NA,NA,5.3,10.4,20.2,26.4,34,"Mediterranean/Montane shrublands"
"13_101.03_37.02",37.02,101.03,1.14178203870278,314.376163497123,314.376163497123,NA,NA,18.3,31.9,54.6,72.3,102.5,"Mediterranean/Montane shrublands"
"14_100.11_37.4",37.4,100.11,261.368317853963,314.376163497123,314.376163497123,NA,NA,11.7,20.7,30.2,47.3,51.2,"Mediterranean/Montane shrublands"
"15_91.68_32.18",32.18,91.68,10.3119772294979,NA,NA,NA,NA,131.5,389.1,0,0,0,"Mediterranean/Montane shrublands"
"16_92.9_31.82",31.82,92.9,362.080424166555,NA,NA,NA,NA,53.5,151.6,0,0,0,"Mediterranean/Montane shrublands"
"17_93.95_31.92",31.92,93.95,126.943798400145,NA,NA,NA,NA,44.1,136.3,0,0,0,"Mediterranean/Montane shrublands"
"18_91.07_31.48",31.48,91.07,585.364559603322,554.298434643047,538.861187223004,NA,NA,109.2,197.7,185.7,245.3,158.9,"Mediterranean/Montane shrublands"
"19_90.11_31.4",31.4,90.11,2266.17569312018,3151.01335004453,3663.6361031663,NA,NA,148.6,239.9,343.7,325.2,402.9,"Mediterranean/Montane shrublands"
"20_89.31_31.97",31.97,89.31,1772.53594308243,3955.63129755698,5487.97634059102,NA,NA,104.2,155.9,178.7,266.8,134.5,"Mediterranean/Montane shrublands"
"21_88.69_32.15",32.15,88.69,609.287565953069,1535.75245204439,2168.66380064233,NA,NA,8.6,18.8,42.8,38.4,35.6,"Mediterranean/Montane shrublands"
"22_86.57_31.92",31.92,86.57,978.865265997451,NA,NA,NA,NA,89.8,227.3,0,0,0,"Mediterranean/Montane shrublands"
"23_85.3_32.18",32.18,85.3,610.669570178261,1763.92350924106,2578.83999410989,NA,NA,148.4,203.6,192.8,280.4,150.4,"Mediterranean/Montane shrublands"
"24_84.26_32.55",32.55,84.26,1219.62695040707,2145.92607567922,2714.66342293694,NA,NA,141.2,202.9,193.6,273.2,143.3,"Mediterranean/Montane shrublands"
"25_82.56_32.52",32.52,82.56,1906.39288191694,3736.93881876524,4955.96255391343,NA,NA,179.6,236.6,269.7,411.9,220.5,"Mediterranean/Montane shrublands"
"26_81.18_32.35",32.35,81.18,2784.68094591026,4063.09871346764,4832.8931436874,NA,NA,150,216.2,190.7,270.9,138.4,"Mediterranean/Montane shrublands"
"27_80.75_32.52",32.52,80.75,1731.54280527848,2428.88252729784,2828.65011629405,NA,NA,40.2,58.2,444.2,1713.1,1558.5,"Mediterranean/Montane shrublands"
"28_91.07_30.45",30.45,91.07,251.338272943681,NA,NA,NA,NA,56,143.3,0,0,0,"Mediterranean/Montane shrublands"
"29_91.69_31.08",31.08,91.69,213.59317787278,314.376163497123,314.376163497123,NA,NA,99.9,159,159.4,238.1,123.7,"Mediterranean/Montane shrublands"
"Brasschaat_4.5206_51.3092",51.3092,4.5206,440.150446432487,945.91223098781,1108.29576524396,NA,NA,18.4,42,108.9,130.2,218.7,"Temperate forests"
"Ankasa_-2.591406_5.213894",5.213894,-2.591406,7.85436581326446,4.01243903961865,215.878118736578,313.081108774052,314.442303626767,173.6,255.3,308.1,451.2,521.9,"Tropical/Subtropical forests"
"San Rossore_10.29_43.73",43.73,10.29,133.515009879698,310.623552633183,313.357582032515,NA,NA,19.6,32.1,54.5,90.2,129.5,"Mediterranean/Montane shrublands"
"Castelporziano_12.38_41.71",41.71,12.38,7.94732370262811,275.909788260056,313.357582032515,NA,NA,16.2,27.5,40,59.6,78.2,"Mediterranean/Montane shrublands"
"Lope NP_11.618639_-0.192639",-0.192639,11.618639,83.7471657962476,132.914807091166,NA,NA,NA,16.8,25.8,37.9,53.2,69.3,"Tropical/Subtropical grasslands/savannas"
"Lope NP_11.607417_-0.187889",-0.187889,11.607417,129.239666821437,288.812976394113,NA,NA,NA,16.9,25.8,37.8,53.1,69,"Tropical/Subtropical grasslands/savannas"
"Lope NP_11.60625_-0.224889",-0.224889,11.60625,202.580100436824,290.857469223162,NA,NA,NA,16.7,26.5,38.8,53.4,69.4,"Tropical/Subtropical grasslands/savannas"
"Lope NP_11.598139_-0.212639",-0.212639,11.598139,128.858980429171,178.259302090578,NA,NA,NA,17.2,26.9,39.6,54.9,72,"Tropical/Subtropical grasslands/savannas"
"MFC_35.437164_-0.616472",-0.616472,35.437164,254.531363948575,290.88873509076,NA,NA,NA,33.4,85.2,143.9,225.6,278.6,"Tropical/Subtropical forests"
"MFC_35.488547_-0.612325",-0.612325,35.488547,267.198734905961,290.88873509076,NA,NA,NA,33.9,86.8,145.8,235.1,299.6,"Tropical/Subtropical forests"
"MFC_35.500719_-0.621664",-0.621664,35.500719,254.802287608522,290.88873509076,NA,NA,NA,33.6,86.3,144.6,233.2,300.1,"Tropical/Subtropical forests"
"MFC_35.508822_-0.628936",-0.628936,35.508822,223.154426593744,290.88873509076,NA,NA,NA,33.6,86.1,144.2,232.9,300.3,"Tropical/Subtropical forests"
"MFC_35.501864_-0.639219",-0.639219,35.501864,177.984685402722,290.88873509076,NA,NA,NA,33.6,86.3,144.6,233.9,299.6,"Tropical/Subtropical forests"
"MFC_35.444522_-0.7402",-0.7402,35.444522,289.315405499626,290.88873509076,NA,NA,NA,35.4,89.1,142.6,218.7,259,"Tropical/Subtropical forests"
"MFC_35.448581_-0.738322",-0.738322,35.448581,272.532793340151,290.88873509076,NA,NA,NA,35.4,89.1,142.6,218.7,259,"Tropical/Subtropical forests"
"MFC_35.448767_-0.741908",-0.741908,35.448767,189.335574720372,290.88873509076,NA,NA,NA,34.7,86.9,150.6,237.2,297.9,"Tropical/Subtropical forests"
"Bodenburg_-149.1755556_61.63194444",61.63194444,-149.1755556,2348.32126005929,2521.01808690636,4477.15106788681,7974.55194183832,13619.2722661083,364,1523,8864.2,14221.5,19771.2,"Boreal forests"
"Mendaram_114.3598_4.3766",4.3766,114.3598,1369.35872942692,1369.35872942692,1369.35872942692,NA,NA,104.6,401.5,1227.3,1488.6,1666.5,"Tropical/Subtropical forests"
"Sarawak_114.046389_4.513056",4.513056,114.046389,424.490371190997,424.490371190997,424.490371190997,537.701376050024,832.358981375608,119.8,469,1379.8,1676.2,1846,"Tropical/Subtropical forests"
"Sarawak_114.005833_4.356667",4.356667,114.005833,1066.05941485151,1066.05941485151,1066.05941485151,1066.05941485151,1066.05941485151,127.3,488.8,1474.3,1813.1,1975.5,"Tropical/Subtropical forests"
"Sarawak_113.711944_3.867778",3.867778,113.711944,842.94667537746,930.682855665554,1811.83063505642,3184.69214042788,5009.93453872984,110.8,420.6,1280.9,1579,1768.4,"Tropical/Subtropical forests"
"Valais_7.92_46.25",46.25,7.92,4.58801261034451,NA,NA,NA,NA,64.3,102.7,176.1,159,157.8,"Mediterranean/Montane shrublands"
"Grisons_9.633333333_46.53333333",46.53333333,9.633333333,2004.32021778097,NA,NA,NA,NA,50.5,72.7,122.8,130.9,145.1,"Mediterranean/Montane shrublands"
"AND_EUC_-155.4677778_20.00136111",20.00136111,-155.4677778,501.312054944491,NA,NA,NA,NA,27.8,75.2,225.3,348.3,488.1,"Tropical/Subtropical forests"
"AND_PAS_-155.3175_19.91805",19.91805,-155.3175,662.903995261962,NA,NA,NA,NA,35.4,87.8,209.2,323.3,400,"Tropical/Subtropical forests"
"AND_NAT_-155.3038101_19.93131494",19.93131494,-155.3038101,356.072759981636,NA,NA,NA,NA,29,78.7,207.8,332.2,409.2,"Tropical/Subtropical forests"
"MOL_AG_-157.7162_21.33377",21.33377,-157.7162,465.666226191325,NA,NA,NA,NA,19.4,45.2,74.2,80.6,77.3,"Tropical/Subtropical forests"
"OX_AG_-158.08818_21.54488",21.54488,-158.08818,995.647171205866,NA,NA,NA,NA,23.4,59.5,106.1,129.4,146.3,"Tropical/Subtropical forests"
"Kohala_-155.72_20.09",20.09,-155.72,908.162622018262,4294.35736289273,16412.6842747284,49996.8691898337,49996.2781395123,24.6,65.7,94,142.2,157.9,"Tropical/Subtropical forests"
"WestSiberia_96yrsincelastfire:60.7551,89.3992_89.3992_60.7551",60.7551,89.3992,173.168314696909,310.221022650068,310.324902902955,310.324902902955,NA,93.1,190,500.5,615.6,1385.4,"Boreal forests"
"WestSiberia_140yrsincelastfire:60.7447,89.4387_89.4387_60.7447",60.7447,89.4387,210.345923508802,310.324902902955,NA,NA,NA,94.7,194,508.8,623.3,1375.7,"Boreal forests"
"WestSiberia_6yrsincelastfire:60.75,89.4167_89.4167_60.75",60.75,89.4167,296.309089955587,310.324902902955,NA,NA,NA,93.4,191.3,508.3,619,1387.2,"Boreal forests"
"WestSiberia_36yrsincelastfire:60.7284,89.149_89.149_60.7284",60.7284,89.149,1236.70737197346,2065.42776969236,NA,NA,NA,94.1,192.1,506.7,624.5,1412.6,"Boreal forests"
"CZ_1964burn_NSA_-98.382698_55.91398",55.91398,-98.382698,1677.46221080144,6982.76874648947,8450.44635852335,NA,NA,244.1,1361.1,9218.9,17998.1,26176.3,"Boreal forests"
"CZ_Old_Black_Spruce_-98.484_55.877",55.877,-98.484,260.274071330429,NA,NA,NA,NA,308.1,1608.7,11953.5,26650.2,41642.8,"Boreal forests"
"CZ_1981burn_-98.484_55.864",55.864,-98.484,1743.18087998721,5315.27462331969,7778.80286593783,NA,NA,281.5,1497.6,10331.9,19677.8,30485.3,"Boreal forests"
"CZ_1989_Footprint_Fire_-98.964_55.9169",55.9169,-98.964,732.125054074946,2451.21945462805,NA,NA,NA,217.2,1240.9,8210.3,14001.9,22648.5,"Boreal forests"
"CZ_1930burn_-98.52572_55.90497",55.90497,-98.52572,285.145464456997,NA,NA,NA,NA,244.5,1476,11264.9,21970.6,50266.5,"Boreal forests"
"CZ_1998burn_-99.942_56.628",56.628,-99.942,222.243843835216,312.393912665195,312.393912665195,312.393912665195,312.393912665195,535.5,2656,15308.8,26081.9,38404.7,"Boreal forests"
"South Mountain_-68.67055556_76.5102778",76.5102778,-68.67055556,4377.17356894548,NA,NA,NA,NA,62.9,119.8,2730.9,11472.8,13379.8,"Tundra"
"Polar Desert_-68.98361111_76.4272222",76.4272222,-68.98361111,1507.87722181719,NA,NA,NA,NA,77.7,148.9,3424.9,14516.2,16184.3,"Tundra"
"EastSiberia_100yrafterfire:61.0312,89.7712_89.7712_61.0312",61.0312,89.7712,115.291314761247,311.089922791162,311.089922791162,311.089922791162,311.089922791162,114.5,175.9,542.7,461.9,984.8,"Boreal forests"
