"profile","pro_lat","pro_long","MeanAge20cm","MeanAge40cm","MeanAge60cm","MeanAge80cm","MeanAge100cm","TransitTime_20","TransitTime_40","TransitTime_60","TransitTime_80","TransitTime_100","Biome"
"ANwf_-120.397983_38.698467",38.698467,-120.397983,299.433873176638,314.546663125735,314.546663125735,314.546663125735,314.546663125735,26,34.5,39.3,62.8,79.4,"Mediterranean/Montane shrublands"
"BSwf_-121.6234_40.535383",40.535383,-121.6234,6.2454909393891,227.255244249085,314.546663125735,314.546663125735,314.546663125735,31.3,46.6,50.9,70.1,77.2,"Mediterranean/Montane shrublands"
"GRwf_-119.14595_37.054933",37.054933,-119.14595,160.807226799576,314.743718537632,314.743718537632,314.743718537632,314.743718537632,28,39.8,47.8,76.2,93.4,"Mediterranean/Montane shrublands"
"ANrf_-120.2252167_38.628367",38.628367,-120.2252167,191.672519804722,314.546663125735,314.546663125735,314.546663125735,NA,29.4,45.7,54.4,82.5,89.4,"Mediterranean/Montane shrublands"
"BSrf_-121.38267_40.5864167",40.5864167,-121.38267,302.098398096576,314.546663125735,314.546663125735,314.546663125735,314.546663125735,30.8,46.9,60.3,92,104.4,"Mediterranean/Montane shrublands"
"GRrf_-119.1995_37.162517",37.162517,-119.1995,187.429406603291,280.351994536828,314.743718537632,314.743718537632,314.743718537632,29.4,43.1,51.6,80.1,95.9,"Mediterranean/Montane shrublands"
"Calhoun Long-term Plots_-82_34.5",34.5,-82,35.0949265922515,49.4169607702559,49.4169607702559,NA,NA,11.6,12.4,16.8,34.5,44.4,"Crops"
"Martin River Peatland_-121.4_61.8",61.8,-121.4,996.22847132571,996.22847132571,997.060718821528,1393.4658002586,2237.5824030716,33.8,53.1,89.5,143.4,210.2,"Boreal forests"
"Steinkreuz:49.872,10.461_10.461_49.872",49.872,10.461,280.312830333169,312.393912665195,312.393912665195,312.393912665195,312.393912665195,33.6,53.9,128.3,147.3,159.5,"Temperate forests"
"Waldstein:50.1,11.85_11.85_50.1",50.1,11.85,1500.92240449303,3558.6818303316,3526.0866657656,6201.01500363657,NA,364.1,1324.5,2171.2,2581.4,3920.3,"Crops"
"Luang Prabang_102.136708_19.792253",19.792253,102.136708,2.08757390909021,312.928525998777,312.928525998777,312.928525998777,NA,13.9,24.6,41.1,57.1,70.7,"Tropical/Subtropical forests"
"Gunung Palung??_110.098_-1.21",-1.21,110.098,347.026348745118,NA,NA,NA,NA,195,809.1,2371.4,2751.7,2888.5,"Tropical/Subtropical forests"
"Gunung Palung??_110.097_-1.206",-1.206,110.097,1342.23406370716,1342.23406370716,1342.23406370716,1342.23406370716,1342.23406370716,192.3,797.2,2338.1,2712,2848.3,"Tropical/Subtropical forests"
"Gunung Palung??_110.096_-1.207",-1.207,110.096,13445.0149333741,13445.0149333741,13445.0149333741,13445.0149333741,13445.0149333741,192.3,797.2,2338.1,2712,2848.3,"Tropical/Subtropical forests"
"Gunung Palung??_110.094_-1.206",-1.206,110.094,16593.4001361339,16593.4001361339,16593.4001361339,16593.4001361339,16593.4001361339,192.3,797.2,2338.1,2712,2848.3,"Tropical/Subtropical forests"
"Gunung Palung??_110.097_-1.209",-1.209,110.097,622.338926093484,3835.35712246617,NA,NA,NA,195,809.1,2371.4,2751.7,2888.5,"Tropical/Subtropical forests"
"Rasau Jaya??_109.372_-0.24",-0.24,109.372,5809.97785227698,5809.97785227698,5809.97785227698,NA,NA,42.3,126.1,305,359.9,347.2,"Tropical/Subtropical forests"
"Sentarum??_112.117_0.772",0.772,112.117,7008.1626861694,NA,NA,NA,NA,162.1,554.4,1592.4,2139.3,2141.8,"Tropical/Subtropical forests"
"Sentarum??_112.084_0.775",0.775,112.084,9500.06031413774,NA,NA,NA,NA,149.2,511.8,1443.6,1966.8,1972.8,"Tropical/Subtropical forests"
"Sentarum??_112.222_1.02",1.02,112.222,19330.5030039816,NA,NA,NA,NA,42.3,137.9,410.7,518,610,"Tropical/Subtropical forests"
"Carolina_-47.4_-7.15",-7.15,-47.4,5.81258233319114,1.9560002532758,122.721781637053,113.805413646271,213.535343833353,18.2,24.3,33.2,48.8,59.4,"Tropical/Subtropical grasslands/savannas"
"Alter do Ch??o_-54.9_-2.5",-2.5,-54.9,181.847263248278,276.929000792161,276.929000792161,276.929000792161,276.929000792161,13.6,22.7,29.5,32.1,33.9,"Tropical/Subtropical forests"
"Amap??_-51.05_-0.233333",-0.233333,-51.05,56.7685295107224,146.236091268784,270.500187469735,276.929000792161,276.929000792161,NA,NA,NA,NA,NA,"Tropical/Subtropical forests"
"Amap??_-51.18_-0.9",-0.9,-51.18,84.4913068018502,238.681678158074,276.929000792161,276.929000792161,276.929000792161,12.6,22.4,54.7,89.6,123,"Tropical/Subtropical forests"
"Roraima_-60.9_3.5",3.5,-60.9,3.22109922466783,82.7254412958393,155.434017348598,288.584332971181,303.988568237018,18.3,19.5,25,31.5,38.7,"Tropical/Subtropical grasslands/savannas"
"Waite_138.63_-34.96",-34.96,138.63,28.7314989387225,41.1491096198655,NA,NA,NA,27.4,47.4,81.4,106.6,146.3,"Mediterranean/Montane shrublands"
"Maludam National Park_111.083333_1.45",1.45,111.083333,1943.12996652079,1943.12996652079,1968.02447145675,2471.00383167367,3278.92180161018,164.7,600.3,1703,2231.2,2251.7,"Tropical/Subtropical forests"
"Selwyn Lake_-104.2_59.88",59.88,-104.2,1028.94596012388,1672.93547893329,2049.22570772315,2528.05968998587,NA,406.8,2108.9,16639.6,26429.2,51964.9,"Boreal forests"
"West Sicily_13.13_37.81",37.81,13.13,989.122771647102,1522.39969247262,1832.61419915471,2461.69367319689,3853.45255401613,29.3,52.1,90.1,144.4,186.1,"Crops"
"West Sicily_13.12_37.82",37.82,13.12,1130.74455895458,1697.68947174638,2061.1486545233,2604.20502854951,3140.36330659158,28.7,51.6,89.4,143.6,186,"Crops"
"SW Sassari_8.43_40.57",40.57,8.43,520.401908452943,528.615036021282,568.266714651071,668.044691150051,NA,27.1,55,103.5,144,195,"Mediterranean/Montane shrublands"
"S Sassari_8.8_40.67",40.67,8.8,234.675537894386,1433.43634911582,2015.01624648862,NA,NA,24.3,47.8,93.8,124.4,164.6,"Mediterranean/Montane shrublands"
"Tuvoi&Monastir_8.55_39.3",39.3,8.55,710.909263306358,710.909263306358,867.503035006833,1692.6223123491,2103.61058017394,23.9,38.6,55.9,70.3,104,"Mediterranean/Montane shrublands"
"Tuvoi&Monastir_8.41_39.38",39.38,8.41,47.1310216505355,63.7417400623655,205.086781916132,205.356191847316,205.356191847316,24.8,34.6,58.3,78.9,93.2,"Mediterranean/Montane shrublands"
"Glavatsi_23.33_43.35",43.35,23.33,1284.33996069464,1300.94042922088,2872.21431831566,5629.84198083714,8272.64303265902,15.9,24.4,38.6,57.7,76,"Crops"
"Dubnik&Pleven_24.22_43.45",43.45,24.22,937.696762099181,940.494748355535,1778.64724654851,3846.79555448783,6013.38252834699,24.3,53.9,87.7,72.8,71.1,"Crops"
"Dubnik&Pleven_24.18_43.48",43.48,24.18,1721.81672927734,1713.75315472637,2426.67920782787,4118.98103444278,5197.83755789812,24,53.1,87.8,70.2,69.9,"Crops"
"12km S Pleven_24.58_43.37",43.37,24.58,317.4025098071,1725.17954400517,3663.82611538964,5377.45049165864,6046.46784259806,23.6,51.3,81.8,103.9,110.7,"Crops"
"Kozlevo_27.28_43.53",43.53,27.28,1577.84488871609,1653.99362921696,2084.28074514883,3147.08383155194,4414.15507760166,15.8,20.7,28.2,39,57.2,"Crops"
"Karnobat_26.97_42.6",42.6,26.97,2021.31569765115,2098.81576791823,3804.80587919341,6318.18372630342,21090.4110031503,17.3,28.1,48.9,79,92.6,"Crops"
"site 273&274_25.73_42.27",42.27,25.73,2087.97119409325,2329.50170285039,5387.50097213483,13278.0123439416,15264.444523313,40.1,74.6,138,212.2,249.5,"Crops"
"site 273&274_25.67_42.17",42.17,25.67,1051.83659282284,1426.48362860227,2688.17416253856,3470.31356855706,4257.06979351726,39.8,74.7,140.3,211.2,249.9,"Crops"
"Koren_25.83_41.78",41.78,25.83,1033.47146018938,1049.52360533392,1384.81851812572,3758.45762999918,10856.8048755356,18.2,28,51,78.2,94.4,"Crops"
"Gemsbach 1&2&3_8.58_48.23",48.23,8.58,49996.4225634608,34657.3117044154,2213.17587566288,2609.9799777635,2713.20356281329,25.4,33.3,55.1,95.8,144.7,"Crops"
"Riohlon St_34.8_32.2",32.2,34.8,47796.9341791136,47796.9341791136,47796.9341791136,47796.9341791136,47796.9341791136,32.7,50.7,87.6,110,117.2,"Mediterranean/Montane shrublands"
"Ekron_34.82_31.88",31.88,34.82,49997.7924894907,49997.7924894907,49997.7924894907,49997.7924894907,49997.7924894907,55.3,98.6,159.2,206.4,201.1,"Mediterranean/Montane shrublands"
"Ekron_34.85_31.9",31.9,34.85,643.179476588607,643.179476588607,643.179476588607,643.179476588607,643.179476588607,48.2,90.5,140.2,176.4,174.7,"Mediterranean/Montane shrublands"
"Mitzpe Mesua_34.58_31.07",31.07,34.58,494.942749895462,531.576410482734,1511.2371388767,NA,NA,23.2,51.1,105.2,157.6,227.7,"Deserts"
"Mitzpe Mesua_34.58_31.67",31.67,34.58,2467.19938310559,2467.19938310559,2475.12605901095,2628.04192790343,2850.45001672984,45.6,76.8,109.4,145.4,155.4,"Deserts"
"Ashdod_34.75_31.8",31.8,34.75,931.911683834439,931.911683834439,931.911683834439,931.911683834439,931.911683834439,16.3,31,53.1,76.7,78.3,"Mediterranean/Montane shrublands"
"Kibbutz Ruchama_34.7_31.5",31.5,34.7,18954.5967262158,18954.5967262158,18954.5967262158,18954.5967262158,18954.5967262158,16.1,36.9,62.8,96.4,117.4,"Deserts"
"Kibbutz Ruchama_34.63_31.5",31.5,34.63,259.585230924828,259.585230924828,259.585230924828,259.585230924828,NA,16.7,37.7,63.4,92.4,120,"Deserts"
"S Ashkalon_34.58_31.62",31.62,34.58,7252.22248104827,7252.22248104827,7252.22248104827,7252.22248104827,7252.22248104827,15.3,27.1,45.9,63.4,77.4,"Mediterranean/Montane shrublands"
"Beer Shewa street_34.75_31.42",31.42,34.75,1039.09942035673,1235.59823221583,2471.09061666926,4498.39512151655,7420.63408217379,18.3,42.3,74,114.7,145.7,"Deserts"
"Beer Shewa_34.68_31",31,34.68,1563.75579658242,2019.31451724908,3085.67029923538,4408.19542688412,5767.17140315035,24.3,52.6,111,172,250.2,"Deserts"
"Barkai Afula_35.02_32.48",32.48,35.02,1071.6336795006,1077.61682720076,1228.35917203762,1861.81789837876,2209.05248292838,34.6,55.3,91.7,114.2,119.3,"Crops"
"W Valley of Jsrael_35.23_32.58",32.58,35.23,986.641320769033,998.424295564318,1349.9501712632,2637.07170507918,3410.63685097472,36.4,71.8,83.6,98.5,111.8,"Crops"
"W Valley of Jsrael_35.23_32.6",32.6,35.23,6137.69900091209,6137.69900091209,6137.69900091209,6137.69900091209,5812.85481394909,35.9,70.6,82.4,97.4,110.5,"Crops"
"El Hamma_35.67_32.7",32.7,35.67,4371.17837910674,4371.17837910674,4371.17837910674,4371.17837910674,4371.17837910674,48.9,92.5,140.8,172.9,172.7,"Crops"
"Kibbutz Kefar Menachem_35.75_32.83",32.83,35.75,5370.05584684351,5370.05584684351,5387.3679720881,5476.92804069327,6585.76053787632,48.8,92.7,127.8,165.8,172.4,"Crops"
"Syrian Quarantine Sta_35.65_32.92",32.92,35.65,933.658753154611,1144.24062511483,2261.41431256386,2757.33206183069,3099.11624974845,49.4,93.6,142.9,176.8,176,"Crops"
"Romania_22.33_44.67",44.67,22.33,8899.46917510844,8899.46917510844,8899.46917510844,8899.46917510844,8937.99309470915,20.7,26.2,39.4,54.6,76.3,"Temperate forests"
"Amelsburen_7.63_51.85",51.85,7.63,1446.05129497391,2320.67237448842,2293.77014954622,2359.08103960484,2396.68007778668,77,187.6,523.5,808.9,921.2,"Temperate forests"
"Fichtelgeberge_11.867_50.133",50.133,11.867,228.189206660226,314.032531760763,314.032531760763,NA,NA,49.9,60.6,115.4,102.9,95,"Temperate forests"
"Maui_-156.255278_20.805833",20.805833,-156.255278,221.156162580072,307.544662592871,307.544662592871,307.544662592871,307.544662592871,36.6,89.8,180,229.5,230.1,"Tropical/Subtropical forests"
"Maui_-156.252917_20.807361",20.807361,-156.252917,177.196411477604,307.544662592871,307.544662592871,307.544662592871,307.544662592871,36.6,89.8,180,229.5,230.1,"Tropical/Subtropical forests"
"Maui_-156.25_20.80833",20.80833,-156.25,88.0562383102,307.544662592871,307.544662592871,NA,NA,34,81.3,175.6,220.9,219,"Tropical/Subtropical forests"
"Maui_-156.247083_20.813194",20.813194,-156.247083,169.835401251606,307.544662592871,307.544662592871,307.544662592871,307.544662592871,25.4,73.4,189.5,293.1,363,"Tropical/Subtropical forests"
"Maui_-156.240278_20.813194",20.813194,-156.240278,134.282269115853,307.544662592871,307.544662592871,307.544662592871,307.544662592871,25,66,169.5,252.6,307.6,"Tropical/Subtropical forests"
"Maui_-156.229722_20.815139",20.815139,-156.229722,170.980338532439,307.544662592871,307.544662592871,307.544662592871,NA,25.2,68.6,173.2,260.2,323.4,"Tropical/Subtropical forests"
"Schwartz_1992_Pointe Noire_11.9531_-4.7156",-4.7156,11.9531,262.244294780963,263.11351330887,641.74522478569,2158.41651410884,3234.61783623717,18.1,30.5,42.1,54,63.1,"Crops"
"Schwartz_1996_Makaba_12.34394161_-4.154953911",-4.154953911,12.34394161,50.3483760699551,NA,NA,NA,NA,22.9,41,60.8,84,101.8,"Tropical/Subtropical grasslands/savannas"
"Schwartz_1996_Kwilila_12.40307611_-4.199404",-4.199404,12.40307611,65.3221093331443,NA,NA,NA,NA,24,40.5,57,77.6,93.3,"Tropical/Subtropical forests"
"Kengkou:23.1917,112.5614_112.5614_23.1917",23.1917,112.5614,633.751420614395,1583.06170553779,2016.47433853319,2061.57885069902,2109.66308533119,17.5,24,43.5,61.4,62.6,"Tropical/Subtropical forests"
"Qingyunsi:23.17,112.535_112.535_23.17",23.17,112.535,777.690876927017,1435.91086709934,2532.64798325313,3382.04106457437,3580.74735017084,13.5,16.7,17.8,24.8,22.3,"Tropical/Subtropical forests"
"Wukesong:23.1558,112.5108_112.5108_23.1558",23.1558,112.5108,672.339340184525,3298.57405882358,7824.08225167826,8093.82871208417,8372.19117499401,17.5,23.9,38.1,50.1,50.3,"Tropical/Subtropical forests"
"ZAR04_-69.906_-4.007",-4.007,-69.906,209.502245126581,290.727817618395,290.727817618395,NA,NA,12.5,25.9,64.5,107,145.5,"Tropical/Subtropical forests"
"ZAR01_-69.901_-4.007",-4.007,-69.901,26.4720111949364,9.38737844810307,290.417476564511,290.727817618395,NA,12.5,25.9,64.5,107,145.5,"Tropical/Subtropical forests"
"Andrews Experimental Forest_-122.13_44.25",44.25,-122.13,230.176442437193,NA,NA,NA,NA,132.9,236.2,373.8,404.7,398.8,"Mediterranean/Montane shrublands"
"Kinabalu National Park_116.64_6.207",6.207,116.64,9.30701228283725,NA,NA,NA,NA,19.6,45,102.2,141.6,171.5,"Mediterranean/Montane shrublands"
"National Park Bayrischer Wald_13.233333_54.7",54.7,13.233333,307.339964845697,314.032531760763,314.032531760763,314.032531760763,NA,NA,NA,NA,NA,NA,"Temperate forests"
"Rajang River basin_2003_111.6661_2.292",2.292,111.6661,342.796504868989,342.796504868989,342.796504868989,NA,NA,166.9,621.5,1692.3,2281.4,2516.7,"Tropical/Subtropical forests"
"Rajang River basin_2003_111.6335_2.3638",2.3638,111.6335,476.242241205134,476.242241205134,476.242241205134,476.242241205134,476.242241205134,158.5,603.7,1684.5,2316.5,2615.5,"Tropical/Subtropical forests"
"Rajang River basin_2003_111.6414_2.5334",2.5334,111.6414,327.76340645708,327.76340645708,327.76340645708,327.76340645708,327.76340645708,154,587.4,1656.5,2269,2627.3,"Tropical/Subtropical forests"
"Rajang River basin_2003_111.8364_2.1849",2.1849,111.8364,328.821718503119,NA,NA,NA,NA,170.4,603.9,1710.9,2382.2,2597.7,"Tropical/Subtropical forests"
"Rajang River basin_2003_112.0902_2.6591",2.6591,112.0902,328.20488021823,NA,NA,NA,NA,152.7,562.7,1624.3,2276.1,2466.6,"Tropical/Subtropical forests"
"Rajang River basin_2003_111.8836_2.7154",2.7154,111.8836,330.544023263321,NA,NA,NA,NA,152.2,571.1,1655.1,2280.2,2518.6,"Tropical/Subtropical forests"
"Rajang River basin_1993_111.3701_2.7424",2.7424,111.3701,943.132715595139,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical/Subtropical forests"
"Rajang River basin_1993_111.5789_2.2574",2.2574,111.5789,332.17360548283,332.17360548283,332.17360548283,NA,NA,169.5,602.1,1694.2,2332.5,2551.8,"Tropical/Subtropical forests"
"Entre_Rios_Argentina_-58.25_-31.43",-31.43,-58.25,120.600322716538,236.370538967193,236.370538967193,236.370538967193,236.370538967193,37.9,74.1,145.8,208.6,246.2,"Temperate grasslands"
"Winchmore_171.8_-43.8",-43.8,171.8,322.555638500297,NA,NA,NA,NA,23.7,42.6,76.2,101.8,149.8,"Crops"
"Wehenga_170.25_-45.73",-45.73,170.25,70.7778233905785,231.325093642098,231.325093642098,231.325093642098,NA,24.7,40.3,77.6,111.4,156.1,"Temperate grasslands"
"Hubbard_Brook_Stout_1980_-72.68_43.68",43.68,-72.68,544.418164910434,996.56037158057,6603.6799403208,NA,NA,88.9,303.8,914.5,1240.2,1968.8,"Temperate forests"
"Brogdens_Belt_-1.33333333_51.76666667",51.76666667,-1.33333333,115.050625912187,NA,NA,NA,NA,21.2,32.2,31.3,43.7,65.7,"Crops"
"Oak Ridge Reservation_-84.2996_35.970138",35.970138,-84.2996,118.924996808141,248.278112968652,NA,NA,NA,10,12,20,40.7,59.8,"Temperate forests"
"Aucayacu_-74.384722_-3.936833",-3.936833,-74.384722,3038.68208191409,3038.68208191409,3038.68208191409,3321.55327582866,4675.29683204481,14.8,27.6,77.3,118.4,171.5,"Tropical/Subtropical forests"
"ARL_-89.38_43.295833",43.295833,-89.38,2003.91260341137,3283.24064503769,3954.55471688975,NA,NA,18.7,30.7,42.3,63.2,70.7,"Crops"
"Saihanba Forestry Centre_116.85_42.033333",42.033333,116.85,413.669735197096,NA,NA,NA,NA,19.5,27.3,31.6,45.9,47.4,"Temperate grasslands"
"Bathurst Island_-97.67_75.67",75.67,-97.67,7968.11923024673,7968.11923024673,NA,NA,NA,10265.6,7928.4,153369.7,569344.8,481534.4,"Tundra"
"Inuvik_-133.4325_68.32",68.32,-133.4325,1211.3248875384,1752.1188045456,2589.89930713579,3255.5096604336,4003.95104912101,462.2,1738.5,6277.2,7671.7,11748.2,"Tundra"
"Inuvik_-133.42_68.32",68.32,-133.42,2664.44185708969,2664.44185708969,2691.60198687417,3440.31849327376,4299.90918626275,462.2,1738.5,6277.2,7671.7,11748.2,"Tundra"
"Inuvik_-133.835383_68.95645",68.95645,-133.835383,13848.7307944567,13856.2278973908,14253.0332317579,14430.8002034908,15171.7869016244,312.9,433.5,627.5,890.5,1393.3,"Tundra"
"Inuvik_-134.18_69.12",69.12,-134.18,448.00129735231,667.920381896463,1664.40775769523,3124.40164568386,3666.96228139481,282.3,389.3,567,795,1273.3,"Tundra"
"NormanWells_-127.01_65.21",65.21,-127.01,490.047804233019,1047.87721127245,2164.42064390483,3889.15138655976,5889.74870023838,75.2,154.9,288.7,421.8,605.6,"Boreal forests"
"Hainich_10.45_51.06667",51.06667,10.45,230.862942720884,313.357582032515,313.357582032515,NA,NA,20.5,28.5,33.6,54.1,78.6,"Temperate forests"
"FLONA_-54.9707_-3.017",-3.017,-54.9707,177.727473921223,284.404756015352,284.404756015352,284.404756015352,284.404756015352,14,25,34.3,39.9,45,"Tropical/Subtropical forests"
"ZF2_-60.1091_-2.55",-2.55,-60.1091,175.313579922548,284.404756015352,284.404756015352,284.404756015352,284.404756015352,15,41.7,110.6,160.5,228.1,"Tropical/Subtropical forests"
"Feucherolles_1.97_48.9",48.9,1.97,3.73951870247721,301.973014972985,314.73990845405,314.73990845405,314.73990845405,18.2,29.7,31.3,45.2,57.6,"Crops"
"Mons_3.03_49.87",49.87,3.03,236.76805998182,311.853281195869,314.73990845405,314.73990845405,314.73990845405,31.4,39.2,44.3,59.2,89.2,"Crops"
"Kissoko_11.75_-4.35",-4.35,11.75,118.91205826319,165.87949485271,271.921555358407,290.88873509076,290.88873509076,16.1,26.3,39.4,53.1,60.7,"Tropical/Subtropical grasslands/savannas"
"Misiones_-55.42_-27.65",-27.65,-55.42,1.63317922912248,290.782241138237,290.782241138237,290.782241138237,290.782241138237,19.6,47.4,87.2,131.2,136.9,"Tropical/Subtropical forests"
"Kolekole (1.4my)_-156.872_21.0987",21.0987,-156.872,297.829572640057,307.544662592871,307.544662592871,307.544662592871,307.544662592871,39.7,98.2,199.9,246.6,216.5,"Tropical/Subtropical forests"
"Amalu-precipitation_-156.62_20.93",20.93,-156.62,158.523872061108,307.544662592871,307.544662592871,307.544662592871,NA,27.2,78.3,180.4,252.7,314.4,"Tropical/Subtropical forests"
"Olaa (2ky)_-155.1991_19.4812",19.4812,-155.1991,140.269709626201,298.865836226382,307.544662592871,307.544662592871,307.544662592871,31.9,89.3,245.6,337.5,453.5,"Tropical/Subtropical forests"
"Kohala (150ky)_-155.6956_20.1307",20.1307,-155.6956,1551.82229428459,18389.3768171501,49996.6719238682,49997.711562065,49996.4225634608,24.3,73,182.9,249.2,346.5,"Tropical/Subtropical forests"
"Thurston (.3ky)_-155.24083_19.41694",19.41694,-155.24083,158.728194135905,NA,NA,NA,NA,28.1,76.8,213.3,337.1,462.1,"Tropical/Subtropical forests"
"Laupahoehoe (20ky)_-155.289_19.93",19.93,-155.289,1322.04858346397,3578.50765828385,6872.8297584443,12495.4035334324,14463.277484333,29.6,80.3,214.7,344.4,416.6,"Tropical/Subtropical forests"
"Kokee (4.1my)_-159.6392_22.1394",22.1394,-159.6392,292.792714744978,307.544662592871,307.544662592871,307.544662592871,307.544662592871,31.1,51,65.1,86,97,"Tropical/Subtropical forests"
"Kohala-A-precipitation_-155.8547_20.07972",20.07972,-155.8547,6068.45227408222,6068.45227408222,6068.45227408222,6068.45227408222,6068.45227408222,26.9,67.7,93.3,160.2,188.1,"Tropical/Subtropical grasslands/savannas"
"Kohala-B-precipitation_-155.8506_20.08555",20.08555,-155.8506,3688.87643820653,3688.87643820653,3688.87643820653,3688.87643820653,NA,26.9,68,92.9,157.9,174.3,"Tropical/Subtropical grasslands/savannas"
"Kohala-D-precipitation_-155.8292_20.08611",20.08611,-155.8292,1366.68629436335,1366.68629436335,1366.68629436335,1366.68629436335,1366.68629436335,24.8,63.6,92.9,161.3,199.6,"Tropical/Subtropical grasslands/savannas"
"Kohala-E-precipitation_-155.805_20.09805",20.09805,-155.805,8898.06388833191,8898.06388833191,9202.84644938775,11757.4150273064,13015.6845380094,29.5,73.7,103.8,186.8,201.7,"Tropical/Subtropical forests"
"Kohala-H-precipitation_-155.7827_20.10803",20.10803,-155.7827,21708.1394242931,21710.9341480766,22535.2489131283,23845.4693064323,NA,29.1,72.4,97.7,156.4,191,"Tropical/Subtropical forests"
"Kohala-J-precipitation_-155.7775_20.12311",20.12311,-155.7775,8439.73474134686,8439.73474134686,8493.54535726726,9260.13995281529,9913.1299519956,29.4,66.7,86.2,137.2,163.5,"Tropical/Subtropical forests"
"Kohala-L-precipitation_-155.7473_20.11772",20.11772,-155.7473,2137.87027991142,2632.36405879965,11177.0079691434,49838.3849077462,NA,25.4,73.2,174.2,255.3,361.9,"Tropical/Subtropical forests"
"Kamennaya Steppe Preserve_40.43_51.01",51.01,40.43,280.494317892946,308.505332882465,308.505332882465,308.505332882465,308.505332882465,22.6,44.5,69.5,92.8,111.1,"Crops"
"Thurston_-155.243_19.3967",19.3967,-155.243,52.6154386655569,NA,NA,NA,NA,36.1,85.7,217.2,303.5,449.3,"Tropical/Subtropical forests"
"Olaa_-155.171_19.4797",19.4797,-155.171,2.55783517363024,NA,NA,NA,NA,30.5,84.1,239.1,356.2,457,"Tropical/Subtropical forests"
"Laupahoehoe_-155.342_19.9198",19.9198,-155.342,2.46573845261313,NA,NA,NA,NA,40,89.3,219.1,293.7,407.1,"Tropical/Subtropical forests"
"Kohala_-155.712_20.0272",20.0272,-155.712,8.28529585154042,NA,NA,NA,NA,32.5,74.8,98.8,159.2,185.8,"Tropical/Subtropical forests"
"Kolekole, Molokai_-156.901_21.0923",21.0923,-156.901,8.978750339789,NA,NA,NA,NA,45.5,107.6,186.9,202.4,192,"Tropical/Subtropical forests"
"Kokee, Kauai_-159.53_22.072",22.072,-159.53,5.71012886912751,NA,NA,NA,NA,25.2,43.6,61.7,70.7,82.7,"Tropical/Subtropical forests"
"Tama_County_Iowa_-92.31_42.15",42.15,-92.31,869.173871311286,2131.56480556634,3746.27055579843,5679.29631187398,NA,33.8,68.8,99.7,106.4,109.1,"Crops"
"Fazenda Victoria_-47.51667_-2.983333",-2.983333,-47.51667,59.1657622446411,NA,NA,NA,NA,24.4,24.7,24.6,28.1,31.2,"Tropical/Subtropical forests"
"Trumbore Falbrook_-119.2954_36.72597",36.72597,-119.2954,97.9824521690515,2345.91239935627,4358.0083433656,4687.16834780855,12676.474600722,23.2,29.1,50.3,61.9,71.9,"Mediterranean/Montane shrublands"
"Trumbore Ahwahnee_-119.3277_37.01615",37.01615,-119.3277,138.115920605806,726.81959929201,52.7395737322287,12.2444118075183,12.2444118075183,21.8,20.5,33.6,48.9,71.1,"Mediterranean/Montane shrublands"
"Trumbore Shaver_-119.188_37.03182",37.03182,-119.188,12.5759714127433,19.712287149918,1528.6127151424,4258.14827783603,6351.42555754197,23.1,22,33.4,50.9,73.2,"Mediterranean/Montane shrublands"
"Trumbore Chiquito_-119.1467_37.26159",37.26159,-119.1467,455.381536388147,1397.87270646777,1966.57559015855,3014.98399326078,NA,31.9,45.9,55.8,88.2,104.3,"Mediterranean/Montane shrublands"
"Trumbore Musick_-119.271_37.0287",37.0287,-119.271,94.3559667025631,2.45503898474853,NA,NA,NA,22.8,20.6,31.3,46.6,68.1,"Mediterranean/Montane shrublands"
"TH_1964Gillam_-97.7087_55.9055",55.9055,-97.7087,2400.48985276638,3536.75110667057,3333.42586341535,NA,NA,313.3,1456.1,8421.2,17590.6,23449.3,"Boreal forests"
"TH_Old_Black_Spruce_-98.48403_55.87727",55.87727,-98.48403,288.872089669101,305.224768974154,305.224768974154,NA,NA,308.1,1608.7,11953.5,26650.2,41642.8,"Boreal forests"
"TH_Old_Jack_Pine_-98.62396_55.92842",55.92842,-98.62396,239.358939398886,135.963804653492,302.245276462612,303.988568237018,303.988568237018,99.5,583,4101.6,7592,14526.2,"Boreal forests"
"TH_Young_Jack_Pine_-98.28706_55.89575",55.89575,-98.28706,303.988568237018,303.988568237018,NA,NA,NA,664.5,3427,20163.8,37871.5,54982.2,"Boreal forests"
"MiddleHayden_-122.7245_46.49873",46.49873,-122.7245,1.90112152782868,314.546663125735,308.352970193784,296.868626982225,314.546663125735,43.6,87.3,121.1,121,105.5,"Mediterranean/Montane shrublands"
"EarlyEvansCreek1_-112.5279_46.55065",46.55065,-112.5279,276.194119633152,314.546663125735,314.546663125735,314.546663125735,314.546663125735,54.8,58.1,80.5,113.7,132.4,"Temperate grasslands"
"LatestPleistocene_-122.7037_46.48661",46.48661,-122.7037,213.445808754208,314.546663125735,314.546663125735,314.546663125735,314.546663125735,43.4,86.2,119.7,120.9,105.2,"Mediterranean/Montane shrublands"
"Ortino_54.13_68.03",68.03,54.13,3897.04878384165,7925.80581583858,9785.23930296159,8951.98798634048,11728.6034394743,347.8,500,1002.4,1470.3,3263.1,"Tundra"
